time,open,high,low,close,volume,amount,xtim
2016-11-15 14:51:00,27.03,27.03,27.0,27.03,299.0,807870.0,2016-11-15 14:51:00
2016-11-15 14:52:00,27.03,27.03,27.0,27.02,153.0,413374.0,2016-11-15 14:52:00
2016-11-15 14:53:00,27.02,27.03,27.0,27.03,283.0,764692.0,2016-11-15 14:53:00
2016-11-15 14:54:00,27.03,27.05,27.02,27.05,226.0,613695.0,2016-11-15 14:54:00
2016-11-15 14:55:00,27.06,27.09,27.06,27.09,190.0,514578.0,2016-11-15 14:55:00
2016-11-15 14:56:00,27.09,27.1,27.08,27.09,549.0,1487656.0,2016-11-15 14:56:00
2016-11-15 14:57:00,27.1,27.1,27.1,27.1,4.0,10840.0,2016-11-15 14:57:00
2016-11-15 15:00:00,27.1,27.1,27.1,27.1,698.0,1891580.0,2016-11-15 15:00:00
2016-11-16 09:25:00,27.11,27.11,27.11,27.11,21.0,56931.0,2016-11-16 09:25:00
2016-11-16 09:30:00,27.11,27.18,27.11,27.17,205.0,557022.0,2016-11-16 09:30:00
2016-11-16 09:31:00,27.17,27.17,27.11,27.11,89.0,241482.0,2016-11-16 09:31:00
2016-11-16 09:32:00,27.11,27.11,27.02,27.02,28.0,75872.0,2016-11-16 09:32:00
2016-11-16 09:33:00,27.1,27.1,27.1,27.1,2.0,5420.0,2016-11-16 09:33:00
2016-11-16 09:34:00,27.02,27.1,27.02,27.09,76.0,205484.0,2016-11-16 09:34:00
2016-11-16 09:35:00,27.05,27.05,27.04,27.05,23.0,62213.0,2016-11-16 09:35:00
2016-11-16 09:36:00,27.05,27.08,27.05,27.05,109.0,294923.0,2016-11-16 09:36:00
2016-11-16 09:37:00,27.05,27.05,27.03,27.03,235.0,635388.0,2016-11-16 09:37:00
2016-11-16 09:38:00,27.03,27.03,27.0,27.0,245.0,661939.0,2016-11-16 09:38:00
2016-11-16 09:39:00,27.0,27.01,27.0,27.01,239.0,645501.0,2016-11-16 09:39:00
2016-11-16 09:40:00,27.03,27.05,27.02,27.05,78.0,210918.0,2016-11-16 09:40:00
2016-11-16 09:41:00,27.05,27.05,27.03,27.04,53.0,143292.0,2016-11-16 09:41:00
